"dataset","method","case_id","fault","W","alarm_fraction","alarmed"
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_3","cpu",3,0.017,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_3","cpu",4,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_3","cpu",5,0.02,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_3","cpu",6,0.023,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_3","cpu",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_3","cpu",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_3","cpu",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_3","cpu",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_3","cpu",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_3","cpu",6,0,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_4","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_4","cpu",2,0.953,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_4","cpu",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_4","cpu",4,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_4","cpu",5,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_4","cpu",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_4","cpu",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_4","cpu",2,0.06,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_4","cpu",3,0.057,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_4","cpu",4,0.067,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_4","cpu",5,0.047,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_4","cpu",6,0.08,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_4","cpu",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_4","cpu",2,0.953,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_4","cpu",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_4","cpu",4,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_4","cpu",5,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_4","cpu",6,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_5","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_5","cpu",2,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_5","cpu",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_5","cpu",4,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_5","cpu",5,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_cpu_5","cpu",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_5","cpu",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_5","cpu",2,0.03,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_5","cpu",3,0.02,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_5","cpu",4,0.04,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_5","cpu",5,0.053,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_cpu_5","cpu",6,0.057,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_5","cpu",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_5","cpu",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_5","cpu",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_5","cpu",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_5","cpu",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_cpu_5","cpu",6,0,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_delay_1","delay",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_delay_1","delay",2,0.973,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_delay_1","delay",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_1","delay",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_1","delay",2,0.073,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_1","delay",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_1","delay",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_1","delay",2,0.973,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_1","delay",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_delay_2","delay",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_delay_2","delay",2,0.967,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_delay_2","delay",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_2","delay",1,0.017,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_2","delay",2,0.793,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_2","delay",3,0.918,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_2","delay",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_2","delay",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_2","delay",3,0,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_delay_3","delay",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_delay_3","delay",2,0.97,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_delay_3","delay",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_3","delay",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_3","delay",2,0.587,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_3","delay",3,0.475,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_3","delay",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_3","delay",2,0.963,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_3","delay",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_delay_4","delay",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_delay_4","delay",2,0.98,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_delay_4","delay",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_4","delay",1,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_4","delay",2,0.003,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_4","delay",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_4","delay",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_4","delay",2,0.98,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_4","delay",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_delay_5","delay",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_delay_5","delay",2,0.953,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_delay_5","delay",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_5","delay",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_5","delay",2,0.037,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_delay_5","delay",3,0.049,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_5","delay",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_5","delay",2,0.953,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_delay_5","delay",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_disk_1","disk",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_disk_1","disk",2,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_disk_1","disk",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_1","disk",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_1","disk",2,0.903,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_1","disk",3,0.492,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_1","disk",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_1","disk",2,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_1","disk",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_disk_2","disk",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_disk_2","disk",2,0.98,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_disk_2","disk",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_2","disk",1,0.017,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_2","disk",2,0.697,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_2","disk",3,0.738,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_2","disk",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_2","disk",2,0.98,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_2","disk",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_disk_3","disk",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_disk_3","disk",2,0.977,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_disk_3","disk",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_3","disk",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_3","disk",2,0,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_3","disk",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_3","disk",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_3","disk",2,0.977,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_3","disk",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_disk_4","disk",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_disk_4","disk",2,0.97,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_disk_4","disk",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_4","disk",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_4","disk",2,0.873,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_4","disk",3,0.967,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_4","disk",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_4","disk",2,0.96,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_4","disk",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_disk_5","disk",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_disk_5","disk",2,0.987,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_disk_5","disk",3,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_5","disk",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_5","disk",2,0.86,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_disk_5","disk",3,0.787,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_5","disk",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_5","disk",2,0.983,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_disk_5","disk",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_1","mem",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_mem_1","mem",2,0.977,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_1","mem",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_1","mem",4,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_1","mem",5,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_1","mem",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_1","mem",1,0.013,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_1","mem",2,0.65,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_1","mem",3,0.783,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_1","mem",4,0.76,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_1","mem",5,0.707,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_1","mem",6,0.787,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_1","mem",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_1","mem",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_1","mem",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_1","mem",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_1","mem",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_1","mem",6,0,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_mem_2","mem",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_mem_2","mem",2,0.96,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_2","mem",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_2","mem",4,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_2","mem",5,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_2","mem",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_2","mem",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_2","mem",2,0.05,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_2","mem",3,0.073,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_2","mem",4,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_2","mem",5,0.043,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_2","mem",6,0.023,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_2","mem",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_2","mem",2,0.96,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_2","mem",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_2","mem",4,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_2","mem",5,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_2","mem",6,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_3","mem",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_mem_3","mem",2,0.047,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_mem_3","mem",3,0.427,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_3","mem",4,0.08,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_mem_3","mem",5,0.393,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_3","mem",6,0.653,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_3","mem",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_3","mem",2,0.26,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_3","mem",3,0.447,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_3","mem",4,0.357,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_3","mem",5,0.32,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_3","mem",6,0.353,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_3","mem",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_3","mem",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_3","mem",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_3","mem",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_3","mem",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_3","mem",6,0,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_mem_4","mem",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_mem_4","mem",2,0.99,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_4","mem",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_4","mem",4,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_4","mem",5,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_4","mem",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_4","mem",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_4","mem",2,0.1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_4","mem",3,0.063,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_4","mem",4,0.077,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_4","mem",5,0.017,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_4","mem",6,0.08,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_4","mem",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_4","mem",2,0.99,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_4","mem",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_4","mem",4,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_4","mem",5,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_4","mem",6,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_5","mem",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_cartservice_mem_5","mem",2,0.987,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_5","mem",3,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_5","mem",4,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_5","mem",5,1,TRUE
"RE1-OB","PCA","RE1-OB_cartservice_mem_5","mem",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_5","mem",1,0.013,FALSE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_5","mem",2,0.427,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_5","mem",3,0.61,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_5","mem",4,0.697,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_5","mem",5,0.777,TRUE
"RE1-OB","Isolation Forest","RE1-OB_cartservice_mem_5","mem",6,0.587,TRUE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_5","mem",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_5","mem",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_5","mem",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_5","mem",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_5","mem",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_cartservice_mem_5","mem",6,0,FALSE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_1","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_1","cpu",2,0.963,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_1","cpu",3,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_1","cpu",4,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_1","cpu",5,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_1","cpu",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_1","cpu",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_1","cpu",2,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_1","cpu",3,0.013,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_1","cpu",4,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_1","cpu",5,0,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_1","cpu",6,0.01,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_1","cpu",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_1","cpu",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_1","cpu",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_1","cpu",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_1","cpu",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_1","cpu",6,0,FALSE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_2","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_2","cpu",2,0.933,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_2","cpu",3,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_2","cpu",4,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_2","cpu",5,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_2","cpu",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_2","cpu",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_2","cpu",2,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_2","cpu",3,0.003,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_2","cpu",4,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_2","cpu",5,0.02,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_2","cpu",6,0.013,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_2","cpu",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_2","cpu",2,0.933,TRUE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_2","cpu",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_2","cpu",4,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_2","cpu",5,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_2","cpu",6,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_3","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_3","cpu",2,0.933,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_3","cpu",3,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_3","cpu",4,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_3","cpu",5,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_3","cpu",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_3","cpu",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_3","cpu",2,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_3","cpu",3,0.013,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_3","cpu",4,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_3","cpu",5,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_3","cpu",6,0.01,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_3","cpu",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_3","cpu",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_3","cpu",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_3","cpu",4,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_3","cpu",5,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_3","cpu",6,0,FALSE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_4","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_4","cpu",2,0.337,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_4","cpu",3,0.461,TRUE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_4","cpu",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_4","cpu",2,0.01,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_4","cpu",3,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_4","cpu",1,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_4","cpu",2,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_4","cpu",3,0,FALSE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_5","cpu",1,0.007,FALSE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_5","cpu",2,0.973,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_5","cpu",3,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_5","cpu",4,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_5","cpu",5,1,TRUE
"RE1-OB","PCA","RE1-OB_checkoutservice_cpu_5","cpu",6,1,TRUE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_5","cpu",1,0.007,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_5","cpu",2,0,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_5","cpu",3,0,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_5","cpu",4,0.003,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_5","cpu",5,0.013,FALSE
"RE1-OB","Isolation Forest","RE1-OB_checkoutservice_cpu_5","cpu",6,0,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_5","cpu",1,0.007,FALSE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_5","cpu",2,0.973,TRUE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_5","cpu",3,1,TRUE
"RE1-OB","OC-SVM","RE1-OB_checkoutservice_cpu_5","cpu",4,1,TRUE
